Province/State,Country/Region,lat,long,pop,urbanpop,density,medianage,smokers,tests,testpop,health_exp_pc,hospibed,Year,Month,Code,Entity,Weekly deaths,Weekly cases,Date_String,New_Date,score,temperature,feels_like,humidity
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2020,10,AFG,Afghanistan,492,12904,2020-10-01,2020-10-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2020,5,AFG,Afghanistan,1270,76748,2020-05-01,2020-05-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2021,9,AFG,Afghanistan,676,13701,2021-09-01,2021-09-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2021,6,AFG,Afghanistan,12407,315184,2021-06-01,2021-06-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2021,3,AFG,Afghanistan,235,4500,2021-03-01,2021-03-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2023,1,AFG,Afghanistan,128,6701,2023-01-01,2023-01-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2024,12,AFG,Afghanistan,0,0,2024-12-01,2024-12-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2022,12,AFG,Afghanistan,94,12936,2022-12-01,2022-12-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2024,1,AFG,Afghanistan,56,7178,2024-01-01,2024-01-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2023,5,AFG,Afghanistan,171,48025,2023-05-01,2023-05-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2023,12,AFG,Afghanistan,69,9332,2023-12-01,2023-12-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2025,1,AFG,Afghanistan,0,0,2025-01-01,2025-01-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2023,6,AFG,Afghanistan,89,13492,2023-06-01,2023-06-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2025,2,AFG,Afghanistan,0,0,2025-02-01,2025-02-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2025,7,AFG,Afghanistan,0,0,2025-07-01,2025-07-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2021,11,AFG,Afghanistan,295,8092,2021-11-01,2021-11-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2020,1,AFG,Afghanistan,0,0,2020-01-01,2020-01-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2022,4,AFG,Afghanistan,147,8495,2022-04-01,2022-04-01,100,,,
,Afghanistan,33.0,65.0,38928346,9732086,60,18,-999.0,-999,-999.0,60.0,0.5,2024,2,AFG,Afghanistan,34,6856,2024-02-01,2024-02-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,1,ALB,Albania,7,1968,2024-01-01,2024-01-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,8,ALB,Albania,17,5144,2024-08-01,2024-08-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,1,ALB,Albania,886,312935,2022-01-01,2022-01-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,5,ALB,Albania,0,0,2023-05-01,2023-05-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,6,ALB,Albania,61,1789,2021-06-01,2021-06-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,8,ALB,Albania,873,28857,2020-08-01,2020-08-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2025,6,ALB,Albania,0,0,2025-06-01,2025-06-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2025,9,ALB,Albania,0,56,2025-09-01,2025-09-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,10,ALB,Albania,0,212,2023-10-01,2023-10-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,8,ALB,Albania,0,0,2023-08-01,2023-08-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,2,ALB,Albania,929,128916,2022-02-01,2022-02-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2025,3,ALB,Albania,0,0,2025-03-01,2025-03-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,2,ALB,Albania,2575,199179,2021-02-01,2021-02-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,4,ALB,Albania,0,113,2024-04-01,2024-04-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,5,ALB,Albania,33,2346,2020-05-01,2020-05-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,9,ALB,Albania,0,0,2023-09-01,2023-09-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,6,ALB,Albania,0,1256,2024-06-01,2024-06-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2025,7,ALB,Albania,0,7,2025-07-01,2025-07-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2025,4,ALB,Albania,0,3,2025-04-01,2025-04-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,8,ALB,Albania,346,144702,2022-08-01,2022-08-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,7,ALB,Albania,6,2788,2021-07-01,2021-07-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,1,ALB,Albania,0,0,2020-01-01,2020-01-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,5,ALB,Albania,0,199,2024-05-01,2024-05-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,9,ALB,Albania,68,30334,2022-09-01,2022-09-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,12,ALB,Albania,14,3551,2022-12-01,2022-12-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,4,ALB,Albania,1296,51212,2021-04-01,2021-04-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2025,1,ALB,Albania,0,0,2025-01-01,2025-01-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,12,ALB,Albania,0,1148,2023-12-01,2023-12-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,2,ALB,Albania,14,1792,2023-02-01,2023-02-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,3,ALB,Albania,26,2470,2023-03-01,2023-03-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,7,ALB,Albania,621,18069,2020-07-01,2020-07-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,7,ALB,Albania,3,7005,2024-07-01,2024-07-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,7,ALB,Albania,229,191467,2022-07-01,2022-07-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2025,8,ALB,Albania,0,63,2025-08-01,2025-08-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,12,ALB,Albania,0,0,2024-12-01,2024-12-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,11,ALB,Albania,1826,108096,2020-11-01,2020-11-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,9,ALB,Albania,1,1299,2024-09-01,2024-09-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,11,ALB,Albania,1268,108257,2021-11-01,2021-11-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,9,ALB,Albania,1023,173907,2021-09-01,2021-09-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,10,ALB,Albania,0,153,2024-10-01,2024-10-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,5,ALB,Albania,498,12212,2021-05-01,2021-05-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,6,ALB,Albania,1,17545,2022-06-01,2022-06-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,11,ALB,Albania,0,2182,2023-11-01,2023-11-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,3,ALB,Albania,3430,146551,2021-03-01,2021-03-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,6,ALB,Albania,117,8104,2020-06-01,2020-06-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,3,ALB,Albania,0,411,2024-03-01,2024-03-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,4,ALB,Albania,16,1911,2023-04-01,2023-04-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,2,ALB,Albania,0,645,2024-02-01,2024-02-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2024,11,ALB,Albania,0,7,2024-11-01,2024-11-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,9,ALB,Albania,774,28947,2020-09-01,2020-09-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,8,ALB,Albania,202,65640,2021-08-01,2021-08-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,10,ALB,Albania,26,6020,2022-10-01,2022-10-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,10,ALB,Albania,1797,109146,2021-10-01,2021-10-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,4,ALB,Albania,38,10120,2022-04-01,2022-04-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2025,2,ALB,Albania,0,0,2025-02-01,2025-02-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,3,ALB,Albania,48,1142,2020-03-01,2020-03-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,6,ALB,Albania,0,0,2023-06-01,2023-06-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,4,ALB,Albania,146,3757,2020-04-01,2020-04-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,3,ALB,Albania,248,17160,2022-03-01,2022-03-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,7,ALB,Albania,0,0,2023-07-01,2023-07-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,11,ALB,Albania,9,3510,2022-11-01,2022-11-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2022,5,ALB,Albania,7,8144,2022-05-01,2022-05-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,12,ALB,Albania,2802,146055,2020-12-01,2020-12-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,10,ALB,Albania,766,44878,2020-10-01,2020-10-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,12,ALB,Albania,887,67265,2021-12-01,2021-12-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2020,2,ALB,Albania,0,0,2020-02-01,2020-02-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2021,1,ALB,Albania,1322,126338,2021-01-01,2021-01-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2023,1,ALB,Albania,0,3518,2023-01-01,2023-01-01,100,,,
,Albania,41.1533,20.1683,2877797,1813012,105,36,846072.318,-999,-999.0,266.0,2.9,2025,5,ALB,Albania,0,4,2025-05-01,2025-05-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2021,4,DZA,Algeria,971,30891,2021-04-01,2021-04-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2020,9,DZA,Algeria,1661,55243,2020-09-01,2020-09-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2025,4,DZA,Algeria,0,136,2025-04-01,2025-04-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2020,10,DZA,Algeria,1529,40099,2020-10-01,2020-10-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2021,3,DZA,Algeria,753,30093,2021-03-01,2021-03-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2025,5,DZA,Algeria,0,199,2025-05-01,2025-05-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2022,11,DZA,Algeria,0,1611,2022-11-01,2022-11-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2024,5,DZA,Algeria,0,40,2024-05-01,2024-05-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2023,1,DZA,Algeria,0,1134,2023-01-01,2023-01-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2024,2,DZA,Algeria,0,0,2024-02-01,2024-02-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2022,9,DZA,Algeria,7,3422,2022-09-01,2022-09-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2020,8,DZA,Algeria,2227,105124,2020-08-01,2020-08-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2021,11,DZA,Algeria,1001,26091,2021-11-01,2021-11-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2022,12,DZA,Algeria,0,1067,2022-12-01,2022-12-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2023,11,DZA,Algeria,0,393,2023-11-01,2023-11-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2021,12,DZA,Algeria,1397,50327,2021-12-01,2021-12-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2024,1,DZA,Algeria,0,0,2024-01-01,2024-01-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2025,7,DZA,Algeria,0,438,2025-07-01,2025-07-01,100,,,
,Algeria,28.0339,1.6596,43851044,32011262,18,29,6840762.864,-999,-999.0,292.0,1.9,2021,7,DZA,Algeria,3081,191004,2021-07-01,2021-07-01,100,,,
